run_id,run_name,state,use_self_attention_oe,attention_top_p,masking_probability,attention_filtering_method,oe_source,oe_method,dataset,num_epochs,auroc_ag_news,aupr_ag_news,fpr95_ag_news,auroc_wikitext,aupr_wikitext,fpr95_wikitext,auroc_mean,aupr_mean,fpr95_mean,id_val_f1,val_accuracy,val_auroc,generated_oe,processed_oe,epoch,runtime
mp4i9c9n,20newsgroups_Self_Attention_OE_sequential_cross_20251012_004652,finished,True,0.25,0,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7410157607895125,0.7433875355043684,0.8210340256296951,0.8317436100193036,0.8094939103163903,0.6690234202386213,0.7863796854044081,0.7764407229103794,0.7450287229341581,0.7410396337509155,0.748563826084137,0.9606406092643738,9051,9051,3,1646
7ln5xa4s,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_022853,finished,True,0.25,0,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.719385550154662,0.7175699911290039,0.8462218294299603,0.8248213441247838,0.8014657669641372,0.5444100751215201,0.7721034471397229,0.7595178790465705,0.6953159522757402,0.7425359487533569,0.7534246444702148,0.9767862558364868,0,0,2,1458
47xklz7c,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_025516,finished,True,0.25,0,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7192174105170128,0.7176514558018853,0.8448961555457357,0.8246439674085788,0.8014460409521063,0.5444100751215201,0.7719306889627958,0.7595487483769958,0.694653115333628,0.7430749535560608,0.7538665533065796,0.9767937660217284,0,0,3,1443
v1q78zrp,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_032127,finished,True,0.25,0,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.719278317867138,0.7178895500293259,0.8462218294299603,0.8246663720724702,0.8013312055980639,0.5422006186478127,0.7719723449698042,0.7596103778136949,0.6942112240388865,0.7426474690437317,0.7534246444702148,0.9767991900444032,0,0,2,1167
relhsddn,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_034259,finished,True,0.25,0,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.7192135071439092,0.7178704448972216,0.8462218294299603,0.8246952888185998,0.8013876238799417,0.5426425099425541,0.7719543979812544,0.7596290343885816,0.6944321696862572,0.7428942918777466,0.7538665533065796,0.9768058061599731,0,0,2,1130
octwrusb,20newsgroups_Self_Attention_OE_sequential_cross_20251012_040158,finished,True,0.25,0,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7549598615407276,0.7454854932740079,0.7490057445868317,0.831068756734966,0.8021996938009447,0.5607600530269554,0.7930143091378468,0.7738425935374763,0.6548828988068935,0.7463628053665161,0.7560759782791138,0.9603897929191588,9051,9051,4,1161
gylbjoj4,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_051759,finished,True,0.25,0.05,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.7551881720430107,0.7528659387181025,0.7070260715863897,0.8425963051685776,0.824050771060451,0.4993371630578878,0.7988922386057942,0.7884583548892767,0.6031816173221387,0.734183132648468,0.7423774003982544,0.9668437242507936,1231,9051,4,1523
enzpwt38,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_054330,finished,True,0.25,0.05,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7881110620120784,0.7943921541426789,0.658859920459567,0.8388420897582002,0.8273875621806235,0.5125939019001325,0.8134765758851392,0.8108898581616513,0.5857269111798498,0.7303458452224731,0.7397260069847107,0.9650592803955078,1231,9051,4,1194
8q2sh58v,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_060334,finished,True,0.25,0.05,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7525537634408602,0.7492546820906143,0.7167476800707026,0.8439477172826012,0.8293009150326153,0.4993371630578878,0.7982507403617307,0.7892777985616148,0.6080424215642952,0.7317028045654297,0.7401679158210754,0.9649385213851928,1229,9051,4,1525
s4rtx74k,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_062907,finished,True,0.25,0.05,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.7745805715127413,0.7777694901652216,0.6517896597437031,0.8595337659216534,0.8523717820116917,0.4657534246575342,0.8170571687171974,0.8150706360884566,0.5587715422006186,0.7299638986587524,0.7397260069847107,0.965844452381134,1232,9051,4,1488
7y3vpqh1,20newsgroups_Self_Attention_OE_sequential_cross_20251012_065404,finished,True,0.25,0.05,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7418934305494181,0.7408208821307527,0.8095448519664162,0.8303208750998131,0.8054917138051143,0.6372072470172337,0.7861071528246156,0.7731562979679335,0.723376049491825,0.7451803088188171,0.7538665533065796,0.9599534273147584,9051,9051,3,1257
epkgx7jh,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_082034,finished,True,0.25,0.05,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.753667403152158,0.7565230182711014,0.7118868758285462,0.8514209518493538,0.8418983512354522,0.4812196199734865,0.8025441775007559,0.7992106847532767,0.5965532479010163,0.7329975962638855,0.7410516738891602,0.9657136797904968,1231,9051,4,1465
rl0p8icn,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_084508,finished,True,0.25,0.05,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7893967447341288,0.803278032922832,0.6752098983650022,0.8484474110596865,0.8461374086417279,0.5108263367211666,0.8189220778969076,0.8247077207822799,0.5930181175430844,0.7319496870040894,0.7410516738891602,0.9632055163383484,1231,9051,4,1494
2hsp7533,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_091010,finished,True,0.25,0.05,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7492796435410223,0.7529125963168082,0.726027397260274,0.8495243078974503,0.8401856775281107,0.4958020326999558,0.7994019757192363,0.7965491369224594,0.6109147149801148,0.7308884263038635,0.7401679158210754,0.9625191688537598,1229,9051,4,1478
4r97jwr5,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_093456,finished,True,0.25,0.05,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.786304021210782,0.7979154544141378,0.6491383119752541,0.8664365730942469,0.8651891630196896,0.4745912505523641,0.8263702971525144,0.8315523087169137,0.5618647812638091,0.7273295521736145,0.736190915107727,0.9647765159606934,1232,9051,4,1456
urz5h6op,20newsgroups_Self_Attention_OE_sequential_cross_20251012_095920,finished,True,0.25,0.05,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.8460527323611724,0.8388171242152166,0.4900574458683164,0.7651724538921321,0.7548576879792372,0.7719840919133893,0.8056125931266522,0.796837406097227,0.6310207688908529,0.7361027002334595,0.7454706430435181,0.9613391757011414,9051,9051,4,1457
fx6k07f9,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_113026,finished,True,0.35,0,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.7191401531889822,0.7176741294404949,0.8462218294299603,0.8246301679962168,0.8012688190145341,0.5426425099425541,0.7718851605925995,0.7594714742275145,0.6944321696862572,0.7428513765335083,0.7538665533065796,0.9768013954162598,0,0,2,1281
9jbplfvu,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_115353,finished,True,0.35,0,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7190717336868464,0.7175876182844114,0.8462218294299603,0.8247696350908202,0.8013553999040494,0.5444100751215201,0.7719206843888333,0.7594715090942303,0.6953159522757402,0.7429383993148804,0.7538665533065796,0.9768023490905762,0,0,2,1356
1hkfnz58,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_121837,finished,True,0.35,0,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7191381646781559,0.7177954023968686,0.8462218294299603,0.8246133451171013,0.8016054786708142,0.5426425099425541,0.7718757548976286,0.7597004405338414,0.6944321696862572,0.742963433265686,0.7538665533065796,0.9767985343933104,0,0,2,1369
6viui8m1,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_124332,finished,True,0.35,0,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.7192135071439092,0.7178704448972216,0.8462218294299603,0.8246952888185998,0.8013876238799417,0.5426425099425541,0.7719543979812544,0.7596290343885816,0.6944321696862572,0.7428942918777466,0.7538665533065796,0.9768058061599731,0,0,2,1332
fy1w5iu1,20newsgroups_Self_Attention_OE_sequential_cross_20251012_130552,finished,True,0.35,0,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7410157607895125,0.7433875355043684,0.8210340256296951,0.8317436100193036,0.8094939103163903,0.6690234202386213,0.7863796854044081,0.7764407229103794,0.7450287229341581,0.7410396337509155,0.748563826084137,0.9606406092643738,9051,9051,3,1550
ilodviw1,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_143913,finished,True,0.35,0,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.7191401531889822,0.7176741294404949,0.8462218294299603,0.8246301679962168,0.8012688190145341,0.5426425099425541,0.7718851605925995,0.7594714742275145,0.6944321696862572,0.7428513765335083,0.7538665533065796,0.9768013954162598,0,0,2,1309
n4xiu5a6,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_150306,finished,True,0.35,0,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7190717336868464,0.7175876182844114,0.8462218294299603,0.8247696350908202,0.8013553999040494,0.5444100751215201,0.7719206843888333,0.7594715090942303,0.6953159522757402,0.7429383993148804,0.7538665533065796,0.9768023490905762,0,0,2,1294
r81hsnix,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_152644,finished,True,0.35,0,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7191381646781559,0.7177954023968686,0.8462218294299603,0.8246133451171013,0.8016054786708142,0.5426425099425541,0.7718757548976286,0.7597004405338414,0.6944321696862572,0.742963433265686,0.7538665533065796,0.9767985343933104,0,0,2,1387
03e3hypv,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_155156,finished,True,0.35,0,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.7192135071439092,0.7178704448972216,0.8462218294299603,0.8246952888185998,0.8013876238799417,0.5426425099425541,0.7719543979812544,0.7596290343885816,0.6944321696862572,0.7428942918777466,0.7538665533065796,0.9768058061599731,0,0,2,1310
jnkzg7ku,20newsgroups_Self_Attention_OE_sequential_cross_20251012_161355,finished,True,0.35,0,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7549598615407276,0.7454854932740079,0.7490057445868317,0.831068756734966,0.8021996938009447,0.5607600530269554,0.7930143091378468,0.7738425935374763,0.6548828988068935,0.7463628053665161,0.7560759782791138,0.9603897929191588,9051,9051,4,1559
m8q4tac1,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_174602,finished,True,0.35,0.05,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.7551881720430107,0.7528659387181025,0.7070260715863897,0.8425963051685776,0.824050771060451,0.4993371630578878,0.7988922386057942,0.7884583548892767,0.6031816173221387,0.734183132648468,0.7423774003982544,0.9668437242507936,1231,9051,4,1717
39d4htzh,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_181447,finished,True,0.35,0.05,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7881110620120784,0.7943921541426789,0.658859920459567,0.8388420897582002,0.8273875621806235,0.5125939019001325,0.8134765758851392,0.8108898581616513,0.5857269111798498,0.7303458452224731,0.7397260069847107,0.9650592803955078,1231,9051,4,1565
163mqxad,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_184059,finished,True,0.35,0.05,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7525537634408602,0.7492546820906143,0.7167476800707026,0.8439477172826012,0.8293009150326153,0.4993371630578878,0.7982507403617307,0.7892777985616148,0.6080424215642952,0.7317028045654297,0.7401679158210754,0.9649385213851928,1229,9051,4,1532
hejjitf5,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_190639,finished,True,0.35,0.05,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.7745805715127413,0.7777694901652216,0.6517896597437031,0.8595337659216534,0.8523717820116917,0.4657534246575342,0.8170571687171974,0.8150706360884566,0.5587715422006186,0.7299638986587524,0.7397260069847107,0.965844452381134,1232,9051,4,1501
6y55rpvc,20newsgroups_Self_Attention_OE_sequential_cross_20251012_193149,finished,True,0.35,0.05,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.7418934305494181,0.7408208821307527,0.8095448519664162,0.8303208750998131,0.8054917138051143,0.6372072470172337,0.7861071528246156,0.7731562979679335,0.723376049491825,0.7451803088188171,0.7538665533065796,0.9599534273147584,9051,9051,3,1455
j20nrf4s,20newsgroups_Self_Attention_OE_entropy_elbow_higher_cross_20251012_210142,finished,True,0.35,0.05,entropy_elbow_higher,Self_Attention_OE_entropy_elbow_higher,SelfAttention,20newsgroups,5,0.753667403152158,0.7565230182711014,0.7118868758285462,0.8514209518493538,0.8418983512354522,0.4812196199734865,0.8025441775007559,0.7992106847532767,0.5965532479010163,0.7329975962638855,0.7410516738891602,0.9657136797904968,1231,9051,4,1404
yl8zvquq,20newsgroups_Self_Attention_OE_max_attention_elbow_lower_cross_20251012_212515,finished,True,0.35,0.05,max_attention_elbow_lower,Self_Attention_OE_max_attention_elbow_lower,SelfAttention,20newsgroups,5,0.7893967447341288,0.803278032922832,0.6752098983650022,0.8484474110596865,0.8461374086417279,0.5108263367211666,0.8189220778969076,0.8247077207822799,0.5930181175430844,0.7319496870040894,0.7410516738891602,0.9632055163383484,1231,9051,4,1453
wlixdqjd,20newsgroups_Self_Attention_OE_removed_avg_elbow_higher_cross_20251012_214936,finished,True,0.35,0.05,removed_avg_elbow_higher,Self_Attention_OE_removed_avg_elbow_higher,SelfAttention,20newsgroups,5,0.7492796435410223,0.7529125963168082,0.726027397260274,0.8495243078974503,0.8401856775281107,0.4958020326999558,0.7994019757192363,0.7965491369224594,0.6109147149801148,0.7308884263038635,0.7401679158210754,0.9625191688537598,1229,9051,4,1380
tu89mb15,20newsgroups_Self_Attention_OE_top_k_avg_elbow_lower_cross_20251012_221245,finished,True,0.35,0.05,top_k_avg_elbow_lower,Self_Attention_OE_top_k_avg_elbow_lower,SelfAttention,20newsgroups,5,0.786304021210782,0.7979154544141378,0.6491383119752541,0.8664365730942469,0.8651891630196896,0.4745912505523641,0.8263702971525144,0.8315523087169137,0.5618647812638091,0.7273295521736145,0.736190915107727,0.9647765159606934,1232,9051,4,1324
229e65n8,20newsgroups_Self_Attention_OE_sequential_cross_20251012_223456,finished,True,0.35,0.05,sequential,Self_Attention_OE_sequential,SelfAttention,20newsgroups,5,0.8460527323611724,0.8388171242152166,0.4900574458683164,0.7651724538921321,0.7548576879792372,0.7719840919133893,0.8056125931266522,0.796837406097227,0.6310207688908529,0.7361027002334595,0.7454706430435181,0.9613391757011414,9051,9051,4,1378
